ProductID,ProductNo,ProductName,DocketName,Barcode,SKU,Unit,DefaultSize,SellPriceIncTax,SellTaxCode,CostPriceIncTax,CostTaxCode,IsModifier,PrintDocket,Tags,CategoryNames,SellAccount,BuyAccount,InventoryAccount,ImageUrl,ReportingGroup,FriendlyName,ShowOnline,OnlineDescription,InventoryType,PurchaseFormat,PurchaseQty,Container,VariableQtyPrompt
22052109,,"Large Paddock.",,,,unit,1,30,GST,0.0000,GST,0,1,,,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22052110,,"Large Sanchez.",,,,unit,1,30,GST,0.0000,GST,0,1,,,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22052114,,"Large Sorrento.",,,,unit,1,30,GST,0.0000,GST,0,1,,,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22052120,,"Large Super House Special.",,,,unit,1,30,GST,0.0000,GST,0,1,,,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22052117,,"Large Tandoori Chicken.",,,,unit,1,30,GST,0.0000,GST,0,1,,,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22052167,,"Garlic Bread.",,,,unit,1,0,GST,0.0000,GST,0,1,,,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22052121,,"Large BBQ Chicken.",,,,unit,1,30,GST,0.0000,GST,0,1,,,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22052123,,"Large Cosmopolitan.",,,,unit,1,30,GST,0.0000,GST,0,1,,,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22052142,,"Large Hawaiian.",,,,unit,1,30,GST,0.0000,GST,0,1,,,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22052140,,"Large Margherita.",,,,unit,1,30,GST,0.0000,GST,0,1,,,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22052124,,"Large Meatlovers.",,,,unit,1,30,GST,0.0000,GST,0,1,,,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22052137,,"Large Roma Special.",,,,unit,1,30,GST,0.0000,GST,0,1,,,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22052136,,"Large Truffalo Soldier.",,,,unit,1,30,GST,0.0000,GST,0,1,,,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22052138,,"Large Uber Margherita.",,,,unit,1,30,GST,0.0000,GST,0,1,,,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22052163,,"Large Vegetarian.",,,,unit,1,30,GST,0.0000,GST,0,1,,,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22052173,,"1.25L Coke Zero.",,,,unit,1,0,GST,0.0000,GST,0,1,,,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22052172,,"1.25L Coke.",,,,unit,1,0,GST,0.0000,GST,0,1,,,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22052176,,"1.25L Solo.",,,,unit,1,0,GST,0.0000,GST,0,1,,,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22052174,,"1.25L Sprite.",,,,unit,1,0,GST,0.0000,GST,0,1,,,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22052175,,"1.25L Sunkist.",,,,unit,1,0,GST,0.0000,GST,0,1,,,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22052170,,"Choc Brownie.",,,,unit,1,0,GST,0.0000,GST,0,1,,,,,,,"Marilyna's Pizza",,1,,,,1,UNIT,
22054086,,Hawaiian.,,,,unit,1,0,GST,0.0000,GST,1,1,,,,,,,,,1,,1,Individual,1,UNIT,
22054085,,Margherita.,,,,unit,1,0,GST,0.0000,GST,1,1,,,,,,,,,1,,1,Individual,1,UNIT,
22054088,,Pepperoni.,,,,unit,1,0,GST,0.0000,GST,1,1,,,,,,,,,1,,1,Individual,1,UNIT,
22054087,,Vegetarian.,,,,unit,1,0,GST,0.0000,GST,1,1,,,,,,,,,1,,1,Individual,1,UNIT,
22054095,,"BBQ Chicken.",,,,unit,1,30,GST,0.0000,GST,1,1,,,,,,,"Marilyna's Pizza",,1,,1,Individual,1,UNIT,
22054093,,"Bubba Gump.",,,,unit,1,0,GST,0.0000,GST,1,1,,,,,,,,,1,,1,Individual,1,UNIT,
22054096,,Cosmopolitan.,,,,unit,1,0,GST,0.0000,GST,1,1,,,,,,,,,1,,1,Individual,1,UNIT,
22054099,,"Little Italy.",,,,unit,1,0,GST,0.0000,GST,1,1,,,,,,,,,1,,1,Individual,1,UNIT,
22054097,,Meatlovers.,,,,unit,1,0,GST,0.0000,GST,1,1,,,,,,,,,1,,1,Individual,1,UNIT,
22054090,,"Roma Special.",,,,unit,1,0,GST,0.0000,GST,1,1,,,,,,,,,1,,1,Individual,1,UNIT,
