,Reporting Group Name,Sale Closed Hour of Day,Site Name,Sale Closed Date,Total Revenue,Gross Sale Ex Tax,Gross Sale Inc Tax
25,Modifiers,18,Stowaway Bar,2026-08-11,,$0.00,$0.00
26,Red Wine,19,Stowaway Bar,2026-08-11,,$90.00,$99.00
27,White Wine,20,Stowaway Bar,2026-08-11,,$27.28,$30.00
28,Cocktails - Classic,20,Stowaway Bar,2026-08-11,,$19.09,$21.00
29,Dine-in Pizza,19,Stowaway Bar,2026-08-11,,$409.02,$450.00
30,Tap Beer,22,Stowaway Bar,2026-08-11,,$924.28,"$1,016.70"
31,Tap Beer,18,Stowaway Bar,2026-08-11,,$158.65,$174.50
32,Tap Beer,20,Stowaway Bar,2026-08-11,,$41.81,$46.00
33,Sparkling Wine,19,Stowaway Bar,2026-08-11,,$21.82,$24.00
34,Cocktails - Classic,19,Stowaway Bar,2026-08-11,,$18.17,$20.00
35,Small Plates,18,Stowaway Bar,2026-08-11,,$130.62,$143.70
36,Small Plates,19,Stowaway Bar,2026-08-11,,$58.74,$64.60
37,Kids Meals,19,Stowaway Bar,2026-08-11,,$11.82,$13.00
38,None,18,Stowaway Bar,2026-08-11,,$0.00,$0.00
39,Cocktails - Signature,22,Stowaway Bar,2026-08-11,,$900.01,$990.00
40,Cocktails - Signature,18,Stowaway Bar,2026-08-11,,$82.75,$91.00
41,Cocktails - Classic,18,Stowaway Bar,2026-08-11,,$96.36,$106.00
42,Cocktails - Classic,22,Stowaway Bar,2026-08-11,,$792.74,$872.00
43,Bottles / Cans Alcoholic,18,Stowaway Bar,2026-08-11,,$9.54,$10.50
44,Whisky,19,Stowaway Bar,2026-08-11,,$20.01,$22.00
45,Non-alcoholic,18,Stowaway Bar,2026-08-11,,$33.62,$37.00
46,Non-alcoholic,20,Stowaway Bar,2026-08-11,,$4.09,$4.50
47,Red Wine,18,Stowaway Bar,2026-08-11,,$158.18,$174.00
48,Add-ons - Pizza,17,Stowaway Bar,2026-08-11,,$4.47,$4.83
49,Dine-in Pizza,18,Stowaway Bar,2026-08-11,,$412.30,$453.60
50,Dine-in Pizza,20,Stowaway Bar,2026-08-11,,$19.09,$21.00
51,Dine-in Pizza,22,Stowaway Bar,2026-08-11,,$47.00,$51.70
52,Sides,18,Stowaway Bar,2026-08-11,,$10.91,$12.00
53,Cocktails - Signature,16,Stowaway Bar,2026-08-11,,$14.55,$16.00
54,Gin,16,Stowaway Bar,2026-08-11,,$6.36,$7.00
55,Tap Beer,21,Stowaway Bar,2026-08-11,,$8.64,$9.50
56,Modifiers,19,Stowaway Bar,2026-08-11,,$0.00,$0.00
57,Rum,18,Stowaway Bar,2026-08-11,,$10.00,$11.00
58,Non-alcoholic,17,Stowaway Bar,2026-08-11,,$4.55,$5.00
59,Tap Beer,19,Stowaway Bar,2026-08-11,,$271.79,$299.00
60,White Wine,18,Stowaway Bar,2026-08-11,,$74.54,$82.00
61,White Wine,21,Stowaway Bar,2026-08-11,,$14.55,$16.00
62,Marilyna's Pizza,17,Stowaway Bar,2026-08-11,,$27.27,$30.00
63,White Wine,19,Stowaway Bar,2026-08-11,,$41.82,$46.00
64,Orange / Skins Wine,19,Stowaway Bar,2026-08-11,,$14.55,$16.00
65,Small Plates,17,Stowaway Bar,2026-08-11,,$11.82,$13.00
66,Non-alcoholic,19,Stowaway Bar,2026-08-11,,$39.12,$43.00
67,Rose Wine,20,Stowaway Bar,2026-08-11,,$14.55,$16.00
68,Marilyna's Pizza,18,Stowaway Bar,2026-08-11,,$233.56,$256.90
69,Vodka,22,Stowaway Bar,2026-08-11,,"$1,180.01","$1,298.00"
70,Modifiers,17,Stowaway Bar,2026-08-11,,$0.00,$0.00
71,Add-ons - Pizza,19,Stowaway Bar,2026-08-11,,$10.73,$12.48
72,Dine-in Pizza,17,Stowaway Bar,2026-08-11,,$49.08,$54.00
73,Tap Beer,17,Stowaway Bar,2026-08-11,,$143.63,$158.00
74,Tequila,22,Stowaway Bar,2026-08-11,,$80.00,$88.00
75,Liqueurs,22,Stowaway Bar,2026-08-11,,$40.00,$44.00
76,Vodka,17,Stowaway Bar,2026-08-11,,$60.00,$66.00
77,Non-alcoholic,22,Stowaway Bar,2026-08-11,,$7.73,$8.50
78,White Wine,17,Stowaway Bar,2026-08-11,,$29.10,$32.00
79,Marilyna's Pizza,20,Stowaway Bar,2026-08-11,,$23.55,$25.90
80,Tap Beer,16,Stowaway Bar,2026-08-11,,$139.97,$154.00
81,Add-ons - Kitchen,17,Stowaway Bar,2026-08-11,,$0.45,$0.50
82,Cocktails - Classic,16,Stowaway Bar,2026-08-11,,$25.46,$28.00
83,Rose Wine,18,Stowaway Bar,2026-08-11,,$10.92,$12.00
